param.held_out_cohort	param.selected_model	metric.test_rmse	metric.test_mae	metric.test_r2
5.0	random_forest	64.10090149683757	51.945776550733946	0.1101757660969561
4.0	random_forest	45.904809427903615	37.90871213918708	0.378327237103967
3.0	random_forest	69.55010773873094	52.47158623178854	0.1062246929543038
2.0	random_forest	68.38884552175242	52.46942464069875	0.2399967265942814
1.0	random_forest	48.85736574326885	41.22458192564681	-0.1519347069496297
5.0	random_forest	64.10090149683757	51.94577655073395	0.110175766096956
2.0	random_forest	68.38884552175242	52.46942464069876	0.2399967265942812
